Customer_ID,Customer_Name,Gender,Age,Area,Customer_Segment,Loyalty_Tier,Join_Date
C02242,Ishani Saxena,Female,18.0,Civil Lines,Regular,Silver,2024-03-27
C00777,Advaith Jhaveri,Male,49.0,Sodala,Regular,Platinum,2020-01-24
C07452,David Krishna,Male,36.0,Jhotwara,Wholesale,Gold,2024-12-16
C07998,Varenya Barad,Female,23.0,Bapu Nagar,Regular,Silver,2020-08-26
C03806,Fiyaz Bajwa,Male,44.0,Pratap Nagar,Regular,Silver,2024-03-14
C12501,Tejas Prashad,Male,40.0,Malviya Nagar,Regular,Platinum,2022-03-04
C11110,Xalak Sama,Female,18.0,C-Scheme,Regular,Platinum,2020-02-19
C13251,Qasim Naik,Male,36.0,Ajmer Road,Regular,Gold,2025-07-31
C09611,Dev Nagarajan,Male,59.0,Raja Park,Regular,Silver,2024-09-29
C10440,Mohammed Johal,Male,43.0,Civil Lines,Regular,Silver,2023-11-04
C02120,Vansha Rau,Female,44.0,Sikar Road,Regular,Gold,2021-09-29
C04345,Falan Subramaniam,Male,19.0,Jagatpura,Regular,Platinum,2019-07-26
C00751,Manbir Rege,Male,35.0,Ajmer Road,Regular,Silver,2021-02-16
C08466,Yuvraj Sami,Male,24.0,Malviya Nagar,Regular,Gold,2024-03-18
C07779,Gaurangi Gole,Female,45.0,Durgapura,Regular,Platinum,2022-05-09
C04372,Chatura Vaidya,Male,18.0,Tonk Road,Premium,Gold,2024-11-14
C10810,Michael Taneja,Male,36.0,Bapu Nagar,Regular,Gold,2024-06-07
C03612,Rudra Choudhury,Male,21.0,Jhotwara,Regular,Gold,2021-11-14
C08622,Upadhriti Sheth,Female,34.0,Bapu Nagar,Regular,Silver,2019-12-28
C00464,Nachiket Gill,Male,51.0,Shyam Nagar,Regular,Silver,2023-08-17
C12200,Keya Yadav,Female,38.0,Mansarovar,Premium,Platinum,2019-08-14
C09617,Ekapad Bhatt,Male,39.0,Jagatpura,Regular,Silver,2024-12-07
C14928,Oscar Maharaj,Male,34.0,Tonk Road,Regular,Silver,2024-06-07
C14828,Janya Garg,Female,35.0,Vaishali Nagar,Premium,Gold,2025-07-09
C06297,Rudra Bakshi,Male,34.0,Tonk Road,Regular,Silver,2025-09-12
C00831,Kashvi Kade,Female,54.0,Malviya Nagar,Regular,Gold,2018-06-02
C14061,Upadhriti Chand,Female,41.0,Sodala,Regular,Gold,2025-06-09
C08555,Dayita Mandal,Female,49.0,Shyam Nagar,Regular,Gold,2023-11-21
C02628,Vivaan Raja,Male,50.0,C-Scheme,Regular,Silver,2018-06-05
C04072,Kai Agarwal,Male,41.0,Pratap Nagar,Regular,Silver,2024-11-08
C07871,Nidhi Narayanan,Female,23.0,C-Scheme,Regular,Gold,2019-10-15
C10725,Hiral Khare,Female,38.0,Vaishali Nagar,Regular,Gold,2018-10-17
C03810,Yochana Merchant,Female,46.0,Malviya Nagar,Regular,Silver,2021-04-08
C01492,Devansh Boase,Male,54.0,Raja Park,Regular,Silver,2020-01-26
C06990,Varsha Yadav,Female,23.0,Tonk Road,Regular,Silver,2021-05-13
C00827,Zinal Hora,Female,53.0,Jhotwara,Wholesale,Gold,2025-02-03
C04669,Meghana Warrior,Female,27.0,Sodala,Regular,Silver,2018-05-22
C04344,Gautam Madan,Male,62.0,Jhotwara,Regular,Gold,2021-09-30
C13736,Kai Wali,Male,28.0,Durgapura,Regular,Gold,2020-07-08
C01448,Yuvraj Divan,Male,47.0,Sodala,Regular,Gold,2023-08-31
C10728,Omkaar Subramaniam,Male,42.0,Mansarovar,Regular,Silver,2018-12-11
C12121,Unni Wagle,Female,33.0,Vidyadhar Nagar,Regular,Gold,2018-12-02
C03872,Sai Chokshi,Female,24.0,Raja Park,Regular,Gold,2021-12-16
C00711,Warjas Char,Male,40.0,Civil Lines,Regular,Silver,2024-04-07
C07166,Hemal Krishna,Female,26.0,Jagatpura,Regular,Silver,2024-04-23
C08027,Viraj Ratta,Male,24.0,Durgapura,Regular,Silver,2022-10-11
C14460,Chaaya Kari,Female,56.0,Pratap Nagar,Regular,Silver,2021-04-09
C07002,Manya Ghosh,Female,26.0,Jhotwara,Regular,Gold,2021-06-15
C09238,Vidhi Iyer,Female,50.0,Mansarovar,Regular,Silver,2023-08-02
C09704,Neha Oak,Female,23.0,Ajmer Road,Wholesale,Gold,2023-08-14
C03470,Zayan Prakash,Male,25.0,Pratap Nagar,Regular,Silver,2018-01-08
C09853,Forum Tara,Female,39.0,Shyam Nagar,Regular,Gold,2023-04-19
C09229,Gunbir Ghose,Male,37.0,Sikar Road,Regular,Silver,2020-07-02
C04511,Joshua Sehgal,Male,39.0,Vaishali Nagar,Wholesale,Platinum,2022-01-22
C09674,Harrison Lall,Male,18.0,Sodala,Regular,Silver,2025-04-23
C06775,Sneha Narula,Female,48.0,Sodala,Regular,Silver,2022-03-21
C01987,Warda Chander,Female,47.0,Vaishali Nagar,Regular,Silver,2019-12-22
C09588,Kabir Vasa,Male,23.0,Tonk Road,Wholesale,Gold,2023-08-13
C00704,Gunbir Keer,Male,31.0,Vidyadhar Nagar,Premium,Platinum,2019-04-18
C10409,Shivansh Mammen,Male,38.0,Bapu Nagar,Regular,Platinum,2021-06-30
C06822,Harrison Batra,Male,29.0,Shyam Nagar,Wholesale,Gold,2023-01-22
C01808,Ayush Khare,Male,27.0,Raja Park,Wholesale,Gold,2022-07-29
C07709,Wahab Gola,Male,18.0,Mansarovar,Regular,Gold,2020-10-16
C08249,Manan Sabharwal,Male,22.0,Jhotwara,Regular,Gold,2023-11-10
C04272,Ekanta Mukherjee,Female,18.0,Raja Park,Regular,Gold,2021-12-29
C01162,Chavvi Sha,Female,19.0,Durgapura,Regular,Silver,2021-01-21
C08310,Madhavi D’Alia,Female,29.0,Civil Lines,Regular,Silver,2019-05-16
C10389,Viraj Rajagopal,Male,65.0,Sikar Road,Regular,Platinum,2025-09-04
C03918,Kritika Vala,Female,20.0,Ajmer Road,Regular,Silver,2019-09-27
C11079,Rohan Lalla,Male,35.0,Civil Lines,Premium,Gold,2023-08-10
C01339,Krisha Pradhan,Female,20.0,Sikar Road,Regular,Silver,2020-06-03
C07758,Wazir Palan,Male,36.0,Vidyadhar Nagar,Premium,Platinum,2020-03-22
C09491,Amol Lata,Male,47.0,Raja Park,Premium,Silver,2019-08-21
C07090,Dalaja Rege,Female,34.0,Sodala,Regular,Silver,2022-08-06
C00537,Hamsini Sem,Female,35.0,Vidyadhar Nagar,Regular,Gold,2025-12-25
C03924,Rajeshri Subramaniam,Female,18.0,Mansarovar,Premium,Gold,2023-01-18
C07390,Nitara Bahl,Female,18.0,Sikar Road,Regular,Silver,2024-04-29
C02899,Vedhika Prabhakar,Female,36.0,C-Scheme,Regular,Silver,2020-09-30
C01738,Gauri Bhatt,Female,43.0,Vidyadhar Nagar,Regular,Gold,2023-02-01
C02962,Netra Gokhale,Female,34.0,Tonk Road,Regular,Silver,2021-05-25
C14560,Sachi Hayer,Female,23.0,C-Scheme,Regular,Silver,2019-06-08
C14017,Upma Lata,Female,46.0,Sikar Road,Regular,Gold,2023-01-10
C13540,Dayamai Nadkarni,Female,28.0,Tonk Road,Regular,Gold,2021-11-11
C05175,Omya Hegde,Female,31.0,Vaishali Nagar,Premium,Silver,2024-11-22
C07902,Harsh Virk,Male,37.0,Ajmer Road,Regular,Gold,2022-09-22
C07435,Chameli Narayan,Female,51.0,C-Scheme,Premium,Silver,2023-10-24
C00766,Pooja Yohannan,Female,63.0,Jagatpura,Regular,Silver,2020-01-26
C11385,Vedika Dayal,Female,38.0,Jagatpura,Regular,Silver,2023-11-09
C06715,Leena Basak,Female,45.0,Jagatpura,Regular,Gold,2023-10-09
C00825,Vasana Boase,Female,37.0,Bapu Nagar,Premium,Gold,2023-08-15
C05903,Rohan Sawhney,Male,36.0,Jhotwara,Premium,Platinum,2025-09-06
C14156,Neel Sabharwal,Male,53.0,Vidyadhar Nagar,Regular,Platinum,2019-06-10
C13221,Yatan Shukla,Male,18.0,Jagatpura,Premium,Platinum,2021-12-11
C00072,Manbir Batta,Male,27.0,Jagatpura,Regular,Gold,2023-08-14
C04221,Sudiksha Wable,Female,28.0,Jhotwara,Premium,Silver,2023-03-28
C10935,Omisha Pingle,Female,32.0,Mansarovar,Regular,Gold,2021-05-06
C12238,Teerth Badal,Male,39.0,Civil Lines,Regular,Silver,2024-09-23
C13243,Advaith Choudhry,Male,44.0,Malviya Nagar,Premium,Gold,2025-06-29
C03263,Samuel Mahajan,Male,33.0,Tonk Road,Regular,Silver,2021-09-21
C12568,Gagan Oza,Male,57.0,Bani Park,Regular,Gold,2021-09-17
C12753,Kamala Edwin,Female,41.0,Ajmer Road,Regular,Silver,2022-02-27
C06689,Daniel Karan,Male,35.0,Bani Park,Regular,Silver,2018-04-06
C06403,Aarini Oak,Female,34.0,Shyam Nagar,Regular,Silver,2019-01-26
C14822,Vaishnavi Yohannan,Female,64.0,Tonk Road,Wholesale,Gold,2021-12-15
C01590,Nilima Raja,Female,45.0,Civil Lines,Regular,Gold,2018-07-20
C04370,Dakshesh Sangha,Male,26.0,Malviya Nagar,Regular,Silver,2023-06-14
C12144,Gaurav Rastogi,Male,40.0,Sikar Road,Regular,Silver,2022-07-26
C08351,Banjeet Rana,Male,34.0,C-Scheme,Regular,Silver,2020-04-08
C01965,Aahana Amble,Female,22.0,Civil Lines,Premium,Gold,2022-02-09
C11616,Nicholas Guha,Male,30.0,Durgapura,Wholesale,Platinum,2023-06-18
C06327,Priya Murty,Female,38.0,Vidyadhar Nagar,Regular,Silver,2023-10-26
C06628,Urishilla Naidu,Female,53.0,Mansarovar,Regular,Gold,2021-05-23
C01487,Jonathan Wagle,Male,27.0,Durgapura,Premium,Platinum,2023-08-03
C01996,Ryan Dhar,Male,43.0,Bani Park,Regular,Platinum,2021-04-07
C00681,Ati Nanda,Female,31.0,Vaishali Nagar,Wholesale,Platinum,2020-04-29
C01896,Neha Lanka,Female,27.0,Raja Park,Regular,Platinum,2023-06-27
C05557,Advika Kala,Female,18.0,Shyam Nagar,Premium,Gold,2020-01-16
C04856,Qasim Ranganathan,Male,44.0,Sodala,Regular,Silver,2024-01-24
C07655,Vivaan Edwin,Male,26.0,Jhotwara,Regular,Gold,2023-05-26
C12334,Samaksh Bahri,Male,32.0,Durgapura,Regular,Silver,2022-03-04
C01164,Joshua Mani,Male,45.0,Raja Park,Regular,Silver,2022-03-05
C04989,Upadhriti Korpal,Female,63.0,C-Scheme,Regular,Gold,2020-12-11
C01440,Lajita Dora,Female,57.0,Sikar Road,Regular,Gold,2021-04-20
C12074,Arunima Ahluwalia,Female,56.0,Shyam Nagar,Premium,Silver,2024-07-13
C02614,Ekaraj Sachar,Male,49.0,Bapu Nagar,Regular,Silver,2021-02-01
C12225,Kavya Hegde,Female,38.0,Tonk Road,Regular,Platinum,2020-11-29
C12332,Tanmayi Mannan,Female,18.0,Sodala,Regular,Silver,2024-06-17
C12898,Krisha Bora,Female,31.0,Civil Lines,Premium,Platinum,2023-08-19
C13120,Faras Mukherjee,Male,30.0,Ajmer Road,Premium,Platinum,2022-03-07
C00074,Ekani Palla,Female,38.0,Pratap Nagar,Premium,Gold,2021-12-04
C07834,Zehaan Parmar,Male,18.0,Tonk Road,Regular,Platinum,2022-08-30
C07846,Xiti Bera,Female,39.0,C-Scheme,Regular,Gold,2023-06-01
C13918,Jatin Rajagopal,Male,37.0,Vaishali Nagar,Regular,Silver,2019-04-16
C00888,Samarth Bumb,Male,38.0,Sodala,Wholesale,Platinum,2021-07-11
C01220,Azaan Kade,Male,62.0,Vaishali Nagar,Premium,Gold,2024-06-06
C02435,Idika Saha,Female,43.0,Jagatpura,Premium,Platinum,2021-02-22
C02227,Gavin De,Male,32.0,Vidyadhar Nagar,Regular,Gold,2025-02-06
C00430,Yash Palla,Male,45.0,Jagatpura,Regular,Silver,2024-08-21
C10457,Ryan Vig,Male,52.0,Sodala,Premium,Gold,2024-06-01
C12579,Chandani Pradhan,Female,46.0,Bapu Nagar,Regular,Silver,2021-03-24
C12781,Ekta Kari,Female,42.0,Vaishali Nagar,Regular,Gold,2023-04-05
C02251,Andrew Rau,Male,38.0,C-Scheme,Premium,Gold,2022-06-01
C03417,Aishani Venkataraman,Female,33.0,Jhotwara,Wholesale,Platinum,2022-04-30
C09226,Manbir Setty,Male,48.0,Bapu Nagar,Regular,Silver,2023-05-01
C11334,Orinder Bandi,Male,48.0,Malviya Nagar,Regular,Silver,2024-07-25
C00854,Faqid Borah,Male,22.0,Sodala,Regular,Gold,2018-01-06
C01273,Rachit Bhavsar,Male,18.0,Sikar Road,Regular,Gold,2019-04-09
C11986,Mohammed Raman,Male,34.0,Ajmer Road,Regular,Gold,2019-11-01
C10485,Jeevika Chatterjee,Female,38.0,Vidyadhar Nagar,Regular,Gold,2024-03-03
C04655,Meghana Bala,Female,51.0,Civil Lines,Premium,Silver,2018-06-03
C08462,Alka Vohra,Female,36.0,Durgapura,Wholesale,Platinum,2024-12-21
C11143,Jagdish Sur,Male,38.0,Shyam Nagar,Regular,Silver,2024-02-22
C06656,Eesha Mohanty,Female,61.0,Durgapura,Regular,Silver,2020-09-22
C05239,Benjamin Sangha,Male,36.0,Civil Lines,Regular,Silver,2019-10-05
C03829,Ranbir Saran,Male,29.0,Vidyadhar Nagar,Regular,Gold,2024-04-23
C00485,Balhaar Issac,Male,46.0,Vidyadhar Nagar,Regular,Gold,2023-07-13
C12348,Indrajit Pau,Male,37.0,Jhotwara,Regular,Silver,2018-08-30
C14258,Tara Yohannan,Female,46.0,Tonk Road,Premium,Platinum,2021-07-04
C09358,Zaid Das,Male,38.0,Durgapura,Regular,Gold,2020-02-10
C03989,Mason Badal,Male,39.0,Jhotwara,Premium,Gold,2020-12-09
C07096,Vedhika Bains,Female,24.0,Tonk Road,Regular,Silver,2023-06-03
C09275,Neha Agarwal,Female,40.0,Durgapura,Premium,Gold,2023-09-11
C09211,Henry Lall,Male,26.0,Raja Park,Regular,Silver,2019-03-26
C00371,Lucky Chahal,Male,32.0,Mansarovar,Premium,Gold,2025-09-19
C10712,Garima Barman,Female,18.0,Vidyadhar Nagar,Regular,Platinum,2024-03-27
C03618,Charita Char,Female,27.0,Sodala,Regular,Platinum,2019-06-05
C00397,Kavya Kurian,Female,42.0,Sodala,Regular,Silver,2021-07-27
C05200,Idika Issac,Female,30.0,Sodala,Regular,Gold,2018-08-31
C10509,Charvi Suresh,Female,28.0,Pratap Nagar,Regular,Silver,2018-05-12
C10046,Ishwar Kadakia,Male,25.0,Raja Park,Regular,Silver,2022-07-04
C09495,Devika Yadav,Female,51.0,Vaishali Nagar,Regular,Gold,2025-10-13
C01662,Timothy Cherian,Male,44.0,Sodala,Regular,Silver,2018-03-03
C10698,Nirja Biswas,Female,50.0,Bani Park,Regular,Platinum,2022-09-06
C07247,Upadhriti Johal,Female,57.0,Bani Park,Premium,Gold,2018-01-25
C12471,Aarna Thakkar,Female,34.0,Ajmer Road,Regular,Silver,2023-03-26
C14890,Nitara Mall,Female,20.0,Pratap Nagar,Regular,Gold,2024-10-22
C06001,Yamini Solanki,Female,56.0,Bapu Nagar,Regular,Silver,2019-11-20
C04810,Krishna Pillai,Male,29.0,Vidyadhar Nagar,Premium,Gold,2019-01-13
C13484,Aditya Memon,Male,27.0,Vidyadhar Nagar,Regular,Gold,2020-11-12
C03625,Quincy Sharma,Male,39.0,Vaishali Nagar,Regular,Gold,2023-02-15
C00141,Oliver Ramanathan,Male,24.0,Ajmer Road,Regular,Silver,2018-06-19
C03722,Jagrati Andra,Female,51.0,Jagatpura,Regular,Silver,2022-03-26
C07459,Girindra Borah,Male,23.0,Vaishali Nagar,Premium,Silver,2021-05-23
C09115,Harita Cheema,Female,31.0,Tonk Road,Regular,Silver,2018-08-21
C08666,Maanav Sule,Male,36.0,Durgapura,Regular,Silver,2025-05-03
C06289,Adya Chakrabarti,Female,47.0,Raja Park,Regular,Gold,2024-08-15
C14174,Mitali Bhavsar,Female,39.0,Malviya Nagar,Regular,Gold,2019-11-12
C03046,Sara Rastogi,Female,40.0,Pratap Nagar,Premium,Platinum,2019-10-17
C06636,Mohammed Sarkar,Male,26.0,Sikar Road,Regular,Gold,2025-06-03
C10970,Pooja Kari,Female,39.0,Raja Park,Regular,Silver,2020-11-02
C13678,Frederick Maharaj,Male,26.0,Mansarovar,Regular,Silver,2025-06-20
C10487,Yachana Roy,Female,39.0,Vidyadhar Nagar,Premium,Gold,2025-06-05
C00961,Girish Naidu,Male,46.0,Bapu Nagar,Regular,Silver,2020-06-01
C06038,Faraj Kibe,Male,18.0,Malviya Nagar,Regular,Silver,2024-03-31
C14509,Zinal Swamy,Female,28.0,Tonk Road,Regular,Gold,2021-03-05
C04693,Anmol Chaudhuri,Male,23.0,Jagatpura,Wholesale,Platinum,2025-11-06
C09353,Dayamai Sinha,Female,51.0,Civil Lines,Wholesale,Platinum,2025-04-21
C00033,Charan Wadhwa,Male,45.0,Pratap Nagar,Regular,Gold,2018-07-06
C05243,Omisha Chakraborty,Female,40.0,Jhotwara,Wholesale,Platinum,2021-05-19
C09316,Vihaan Mody,Male,29.0,Raja Park,Regular,Silver,2024-08-17
C12125,Raagini Gole,Female,35.0,Jagatpura,Regular,Gold,2021-09-26
C00892,Ryan Deo,Male,31.0,C-Scheme,Regular,Silver,2022-05-28
C14526,Teerth Mishra,Male,38.0,Bani Park,Regular,Silver,2020-08-15
C02682,Ridhi Dugal,Female,62.0,Sikar Road,Regular,Gold,2022-05-09
C01529,Tanvi Yohannan,Female,35.0,Mansarovar,Regular,Silver,2018-10-07
C11181,Jai Dhawan,Male,36.0,Tonk Road,Regular,Silver,2019-09-19
C08912,Frado Deep,Male,35.0,Raja Park,Premium,Silver,2022-11-02
C01077,Hritik Palla,Male,30.0,Sikar Road,Wholesale,Platinum,2023-02-21
C13123,Ayush Krishnamurthy,Male,33.0,Durgapura,Premium,Gold,2022-02-12
C13178,Eesha Amble,Female,39.0,Raja Park,Regular,Silver,2024-02-18
C05731,Xavier De,Male,27.0,Bani Park,Regular,Platinum,2022-04-03
C03581,Zansi Kar,Female,23.0,Bani Park,Regular,Silver,2024-04-13
C09359,Indrajit Dhillon,Male,59.0,Tonk Road,Regular,Gold,2022-07-20
C11468,Adweta Minhas,Female,21.0,Tonk Road,Premium,Gold,2024-07-17
C01422,Sai Sunder,Male,45.0,Sodala,Regular,Silver,2019-04-18
C07553,Simon Uppal,Male,28.0,Shyam Nagar,Regular,Gold,2020-02-13
C03289,Deepa Dayal,Female,38.0,Mansarovar,Regular,Gold,2022-02-17
C10545,Waida Karpe,Female,32.0,Jhotwara,Regular,Gold,2024-12-04
C05947,Avi Gupta,Male,30.0,Durgapura,Regular,Silver,2021-08-06
C10949,Dalaja Gill,Female,46.0,Vaishali Nagar,Regular,Gold,2022-11-28
C07409,Harshil Yadav,Male,59.0,Sodala,Premium,Silver,2018-07-10
C07953,Omkaar Goyal,Male,18.0,Civil Lines,Regular,Silver,2018-09-25
C01139,Anthony Thakur,Male,18.0,Sikar Road,Regular,Silver,2020-01-21
C08171,Yachana Sachdeva,Female,51.0,Durgapura,Regular,Silver,2018-06-03
C06427,Ekiya Seth,Female,47.0,Vidyadhar Nagar,Regular,Gold,2021-02-05
C08691,Vincent Johal,Male,59.0,Vaishali Nagar,Regular,Silver,2020-03-31
C14024,Sanya Din,Female,59.0,Tonk Road,Regular,Gold,2023-06-11
C12203,Mitali Sengupta,Female,55.0,Raja Park,Regular,Platinum,2018-06-20
C07458,Vedant Parmer,Male,28.0,Vaishali Nagar,Regular,Silver,2020-09-11
C13865,Veda Chada,Female,51.0,Vidyadhar Nagar,Premium,Gold,2024-03-07
C09718,Isaiah Sarma,Male,53.0,Ajmer Road,Premium,Gold,2019-06-27
C08331,Mugdha Chanda,Female,31.0,Malviya Nagar,Regular,Gold,2024-12-20
C02362,Keya Kapadia,Female,18.0,Sodala,Regular,Gold,2025-11-04
C11738,David Sheth,Male,42.0,Raja Park,Premium,Gold,2018-06-14
C12093,Samar Bhakta,Male,47.0,Jagatpura,Premium,Platinum,2023-04-09
C04625,Viraj Sani,Male,56.0,C-Scheme,Regular,Silver,2020-11-25
C14625,Zilmil Tripathi,Female,46.0,Bapu Nagar,Premium,Platinum,2023-09-19
C11546,Isaac Ghosh,Male,24.0,Vaishali Nagar,Wholesale,Platinum,2021-06-17
C14242,Finn Pai,Male,31.0,Vidyadhar Nagar,Regular,Silver,2025-07-27
C06863,Maanav Nath,Male,38.0,Jhotwara,Premium,Platinum,2022-09-08
C04749,Banjeet Sanghvi,Male,33.0,Bani Park,Regular,Silver,2020-04-06
C09648,Jagvi Seshadri,Female,23.0,C-Scheme,Regular,Gold,2020-11-10
C01821,Ati Lad,Female,30.0,Raja Park,Regular,Silver,2018-10-07
C09618,Robert Banerjee,Male,62.0,Sodala,Regular,Silver,2022-02-24
C12209,Jason Krish,Male,19.0,Bani Park,Regular,Gold,2018-10-09
C05995,Vasana Patel,Female,22.0,Bapu Nagar,Regular,Silver,2021-11-17
C10269,Ishani Bhatti,Female,44.0,Jagatpura,Premium,Silver,2023-06-27
C06488,Krishna Arya,Female,36.0,Shyam Nagar,Regular,Silver,2018-12-22
C09114,Gaurangi Seshadri,Female,43.0,Durgapura,Premium,Platinum,2023-02-15
C01663,Wriddhish Bandi,Male,18.0,Tonk Road,Regular,Platinum,2025-09-28
C02824,Christopher Magar,Male,48.0,Pratap Nagar,Premium,Gold,2020-03-13
C02479,Daksh Mody,Male,48.0,Malviya Nagar,Regular,Platinum,2018-07-01
C11018,Anay Patel,Male,47.0,Civil Lines,Regular,Silver,2020-07-15
C08028,Advay Padmanabhan,Male,26.0,Mansarovar,Regular,Silver,2024-06-27
C09143,Rachana Barad,Female,58.0,Mansarovar,Regular,Platinum,2022-09-14
C06457,Sarthak Oza,Male,39.0,Sikar Road,Regular,Silver,2019-03-13
C11902,Vansha Din,Female,47.0,Malviya Nagar,Regular,Silver,2021-02-27
C13518,Yatin Bajaj,Male,40.0,Vaishali Nagar,Premium,Gold,2018-04-23
C13222,Netra Gala,Female,38.0,Tonk Road,Premium,Platinum,2019-01-05
C03157,Siddharth Sant,Male,30.0,Pratap Nagar,Regular,Gold,2019-01-28
C14960,Bishakha Grewal,Female,47.0,Civil Lines,Regular,Gold,2022-01-09
C09021,Zehaan Prasad,Male,25.0,Raja Park,Regular,Silver,2018-06-11
C10145,Tejas Bava,Male,38.0,Sikar Road,Regular,Silver,2024-02-07
C03876,Lekha Chokshi,Female,55.0,Malviya Nagar,Regular,Silver,2025-04-04
C13966,Kevin Biswas,Male,44.0,Civil Lines,Regular,Silver,2024-02-21
C14664,Champak Gole,Male,40.0,Sodala,Regular,Gold,2018-01-03
C12962,Jasmit Kar,Female,26.0,C-Scheme,Regular,Silver,2023-10-24
C05033,Anay Thaker,Male,29.0,Shyam Nagar,Regular,Silver,2020-05-07
C11620,Rachita Saini,Female,42.0,Tonk Road,Premium,Platinum,2021-05-04
C14922,Wahab Mutti,Male,48.0,Bani Park,Regular,Silver,2022-04-04
C14936,Nilima Sarraf,Female,45.0,Bapu Nagar,Regular,Silver,2023-11-27
C01863,Hemani Sahota,Female,38.0,Malviya Nagar,Regular,Silver,2019-09-10
C12794,Ira Ganguly,Female,32.0,Malviya Nagar,Regular,Silver,2020-10-30
C11733,Rajata Narang,Female,42.0,Raja Park,Regular,Silver,2023-08-27
C01088,Udarsh Chaudhary,Male,48.0,Tonk Road,Premium,Gold,2018-04-03
C03583,Yamini Deep,Female,35.0,Bapu Nagar,Regular,Gold,2020-02-08
C06068,Kashish Buch,Female,28.0,Durgapura,Regular,Silver,2024-12-22
C01016,Luke Bhasin,Male,35.0,Malviya Nagar,Wholesale,Gold,2024-10-13
C13862,Aditya Krishnamurthy,Male,37.0,Vaishali Nagar,Regular,Gold,2022-04-06
C14725,Osha Chanda,Female,55.0,Durgapura,Premium,Platinum,2018-09-29
C07822,Vinaya Ben,Female,32.0,C-Scheme,Regular,Gold,2022-09-15
C06862,Devika Prashad,Female,22.0,Raja Park,Premium,Gold,2025-05-24
C10700,Kritika Bhakta,Female,18.0,Sodala,Regular,Silver,2018-12-08
C05958,Agastya Krishnan,Male,29.0,Bani Park,Premium,Gold,2023-05-01
C03073,Yahvi Chopra,Female,36.0,Bani Park,Regular,Gold,2019-09-23
C07855,Zarna Kapoor,Female,18.0,Malviya Nagar,Wholesale,Platinum,2024-08-09
C04080,Yashoda Chaudhuri,Female,46.0,C-Scheme,Regular,Gold,2024-05-01
C08410,Warinder Nayar,Male,46.0,Sodala,Premium,Gold,2022-08-23
C01017,Ishaan Chandra,Male,45.0,Shyam Nagar,Regular,Silver,2023-05-17
C03757,Bachittar Misra,Male,29.0,Bapu Nagar,Regular,Gold,2025-08-08
C01525,Garima Rajagopal,Female,34.0,Ajmer Road,Regular,Silver,2019-03-27
C02801,Nimrat Vaidya,Female,64.0,Tonk Road,Regular,Silver,2019-05-24
C05838,Darsh Raman,Male,18.0,Civil Lines,Regular,Silver,2023-10-23
C03401,Eshana Mitra,Female,45.0,Bani Park,Premium,Platinum,2022-01-04
C11357,Alexander Batra,Male,22.0,Raja Park,Regular,Silver,2024-10-19
C03592,Jalsa Mishra,Female,25.0,Bani Park,Regular,Gold,2020-01-09
C07399,Megha Vasa,Female,41.0,Shyam Nagar,Regular,Silver,2025-10-10
C09679,Zilmil Tank,Female,41.0,Jagatpura,Premium,Platinum,2018-07-16
C06655,Tristan Ravi,Male,43.0,Ajmer Road,Regular,Gold,2019-08-30
C03705,Tanish Narayan,Male,50.0,Malviya Nagar,Regular,Platinum,2024-12-12
C09779,Warinder Ravi,Male,51.0,C-Scheme,Wholesale,Platinum,2023-06-11
C09487,Patrick Kapoor,Male,38.0,Vidyadhar Nagar,Premium,Gold,2020-03-16
C05289,Andrew Dey,Male,49.0,C-Scheme,Premium,Platinum,2024-09-17
C11254,Arunima Dugal,Female,35.0,Bapu Nagar,Premium,Platinum,2025-02-03
C11889,Aarush Maharaj,Male,28.0,Jhotwara,Regular,Gold,2023-07-13
C14380,Nathaniel Date,Male,19.0,Ajmer Road,Premium,Platinum,2019-03-25
C03868,Azad Bawa,Male,39.0,Malviya Nagar,Regular,Gold,2018-03-07
C02900,Dipta Chakraborty,Female,50.0,Durgapura,Regular,Gold,2018-01-31
C03478,Ekalinga Sama,Male,26.0,Raja Park,Regular,Silver,2019-03-04
C03407,Sneha Merchant,Female,55.0,Vidyadhar Nagar,Premium,Gold,2023-03-22
C14266,Liam Natt,Male,27.0,Mansarovar,Regular,Silver,2023-11-24
C05887,Qushi Gulati,Female,66.0,Raja Park,Regular,Silver,2021-05-18
C13529,Omaja Iyer,Female,18.0,Shyam Nagar,Regular,Silver,2019-11-27
C10576,Idika Mohanty,Female,39.0,Sikar Road,Regular,Silver,2022-07-10
C09213,Oviya Rau,Female,33.0,Malviya Nagar,Regular,Gold,2018-07-07
C03905,Gopal Murty,Male,49.0,Pratap Nagar,Regular,Silver,2019-07-12
C02958,Ijaya Sibal,Female,45.0,Sikar Road,Regular,Gold,2025-08-02
C01471,Finn Varghese,Male,37.0,Vaishali Nagar,Premium,Gold,2018-09-09
C00085,Faris Sachdeva,Male,35.0,Bapu Nagar,Regular,Gold,2022-09-29
C03191,Wakeeta Kari,Female,36.0,Sodala,Regular,Silver,2018-02-03
C09697,Maanav Venkataraman,Male,52.0,Pratap Nagar,Regular,Platinum,2019-11-13
C02920,Shivani Borah,Female,33.0,Durgapura,Regular,Gold,2018-01-02
C11160,Shravya Narayan,Female,39.0,Raja Park,Regular,Gold,2019-06-29
C04846,Aachal Ravel,Female,33.0,Durgapura,Premium,Gold,2020-11-06
